,5,10,14,13,2,16,12
3198,2,7,8,3,1,8,8
18778,1,13,8,0,5,8,8
17234,0,9,9,1,0,8,4
4850,2,7,8,0,8,7,15
15364,4,13,8,6,14,8,10
11547,5,10,9,2,9,10,11
1561,1,6,8,2,1,8,6
4658,1,11,11,1,4,5,5
17536,4,8,7,3,6,8,7
4573,5,9,9,5,10,7,6
1871,2,10,10,2,6,8,7
16380,6,7,8,3,10,8,8
13983,2,6,8,4,11,11,11
14293,4,13,7,5,13,9,11
3113,3,7,10,0,7,8,8
5295,2,7,8,3,5,11,11
5107,6,11,8,3,8,9,9
12027,8,7,11,9,6,7,8
19824,5,7,7,6,10,7,7
14577,2,11,7,3,9,11,10
4108,7,7,8,3,8,9,10
16889,2,7,11,2,1,8,8
16103,2,6,8,3,8,8,6
10611,4,12,10,0,11,4,5
17738,0,7,8,2,0,8,6
2731,2,6,8,4,10,11,11
1338,2,8,9,1,2,10,13
4060,4,7,8,2,7,10,7
12139,2,7,8,2,4,7,5
18824,0,7,8,0,0,8,8
19474,3,10,9,3,8,6,9
2092,5,7,8,0,10,8,14
8682,5,7,7,1,7,8,9
19742,3,7,8,2,4,9,9
12268,3,5,7,0,7,8,5
16872,2,7,8,6,2,7,8
4950,2,7,9,3,5,8,8
16353,5,9,8,5,7,9,4
16637,3,8,12,5,11,9,4
3721,3,10,8,3,6,10,6
15714,5,8,7,5,8,11,8
16792,7,7,8,3,10,6,5
16255,1,2,7,1,1,6,6
13693,1,6,8,3,1,8,8
5846,3,10,10,2,10,8,8
11694,0,12,7,0,0,8,11
6807,0,7,8,0,0,8,8
146,3,7,12,2,6,7,8
19659,4,11,8,1,7,6,6
9838,5,11,8,4,13,11,8
7944,4,9,8,3,8,6,4
840,2,7,11,1,2,8,8
3928,6,7,8,3,9,9,10
17563,6,7,7,4,10,10,8
8893,2,11,9,3,4,7,9
11115,4,11,9,2,11,6,7
18041,0,7,8,0,0,10,13
18142,4,12,9,3,11,7,9
8846,2,7,9,4,2,6,7
7722,3,11,7,3,14,11,7
17783,3,7,8,2,5,10,9
19536,1,9,9,1,1,8,4
10141,3,5,12,4,7,7,9
16670,4,9,8,6,13,8,6
9964,3,10,11,2,6,8,8
4961,3,7,8,2,2,10,9
10610,1,7,11,2,5,8,8
10929,2,7,8,3,5,8,8
9777,5,10,8,3,11,9,8
9714,4,6,7,3,7,9,8
6789,6,6,5,8,8,7,8
12974,4,7,7,3,7,4,7
466,7,6,9,3,11,8,10
4074,10,8,10,9,7,8,9
13790,5,10,10,5,14,8,10
3107,2,5,7,0,9,7,5
8812,6,8,8,4,9,4,6
8713,3,5,8,2,8,7,10
12491,4,11,10,2,11,6,7
8683,1,0,8,0,10,8,7
2003,3,6,8,2,6,10,8
3761,1,7,9,3,9,8,8
7527,4,6,6,9,10,8,8
9037,0,0,8,0,0,8,5
18096,4,8,5,1,11,8,10
13312,2,10,7,2,4,9,9
6249,3,12,8,3,12,12,9
15964,2,6,9,3,8,8,8
6032,4,10,6,3,14,9,10
4712,4,11,6,3,15,12,10
8121,8,6,8,7,11,7,10
6917,1,0,8,0,7,8,7
19240,4,6,9,3,7,8,6
14058,1,7,8,3,8,8,8
11638,3,7,8,0,6,9,13
17428,5,10,8,4,10,5,9
9962,4,7,8,4,9,9,9
12599,3,7,9,1,7,8,9
7424,6,11,8,5,10,9,5
5874,6,7,8,6,7,5,7
7623,4,5,9,4,8,7,7
11367,1,7,9,7,0,8,8
16541,1,0,8,0,5,8,4
18476,9,7,9,5,9,12,8
6777,3,5,7,3,5,10,9
17356,5,10,8,3,7,7,8
6820,4,10,8,3,8,7,11
15897,3,7,8,3,8,7,9
7817,3,6,9,2,7,8,9
13615,3,6,6,1,11,7,8
8967,2,8,8,2,2,8,7
19234,2,6,8,2,1,10,8
9677,7,9,8,5,11,10,4
10292,4,8,8,3,5,8,8
7708,2,7,8,2,3,10,8
5804,4,11,8,2,11,8,7
576,2,11,11,1,5,5,4
10167,3,7,8,2,7,8,7
13445,3,7,8,0,6,9,13
7262,6,7,8,4,11,10,6
19064,2,10,10,2,5,4,5
12795,3,6,8,2,5,10,6
2930,3,5,10,3,6,10,9
14224,5,11,8,1,10,7,7
8596,5,7,8,3,8,7,8
10943,7,6,7,6,10,10,8
14177,2,6,11,1,7,8,8
