,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.7735224586288416,0.9259259259259259,0.3333333333333333,0.9574468085106383,0.29411764705882354,0.564932682866032,0.3481481481481481
1,0.6535282898919262,0.9494949494949495,0.18181818181818182,0.9790209790209791,0.25,0.4219049826293247,0.18571428571428572
2,0.7854671280276817,0.9595959595959596,0.25,0.9792387543252595,0.25,0.494782465919433,0.25530035335689044
3,0.7360509209100758,0.9461279461279462,0.3076923076923077,0.9753521126760564,0.36363636363636365,0.5478214511698711,0.3154679255762288
4,0.7680464411913176,0.9494949494949495,0.21428571428571427,0.9858657243816255,0.42857142857142855,0.459626958455354,0.217357910906298
5,0.7816274634456454,0.9562289562289562,0.45454545454545453,0.9755244755244755,0.4166666666666667,0.6658980523679948,0.4659498207885305
6,0.7549740484429065,0.9629629629629629,0.25,0.9826989619377162,0.2857142857142857,0.495655869010374,0.25440140845070425
7,0.7478070175438596,0.9562289562289562,0.25,0.9859649122807017,0.42857142857142855,0.49647882942797816,0.25355871886120995
8,0.8408304498269896,0.936026936026936,0.125,0.9584775086505191,0.07692307692307693,0.34613536164528885,0.13041516245487364
9,0.7331532104259377,0.936026936026936,0.2727272727272727,0.9615384615384616,0.21428571428571427,0.5120915564991891,0.28363636363636363
