,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,1.0,0.9722222222222222,0.9230769230769231,1.0,1.0,0.9607689228305228,0.9230769230769231
1,1.0,0.9722222222222222,1.0,0.96,0.9166666666666666,0.9797958971132712,1.0416666666666667
2,1.0,0.9722222222222222,1.0,0.9629629629629629,0.9,0.9813067629253163,1.0384615384615385
3,0.9944444444444445,0.9444444444444444,1.0,0.9333333333333333,0.75,0.9660917830792959,1.0714285714285714
4,0.9375,0.8888888888888888,1.0,0.8571428571428571,0.6666666666666666,0.9258200997725514,1.1666666666666667
5,0.989090909090909,0.9444444444444444,1.0,0.92,0.8461538461538461,0.9591663046625439,1.0869565217391304
6,0.9901477832512315,0.9722222222222222,1.0,0.9655172413793104,0.875,0.982607368881035,1.0357142857142856
7,0.9866220735785953,0.9166666666666666,0.8461538461538461,0.9565217391304348,0.9166666666666666,0.8996469021204838,0.8846153846153846
8,0.9927272727272727,0.9722222222222222,1.0,0.96,0.9166666666666666,0.9797958971132712,1.0416666666666667
9,0.9963636363636363,0.9444444444444444,1.0,0.92,0.8461538461538461,0.9591663046625439,1.0869565217391304
